epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
63,0.989130437374115,0.03224865347146988,0.6120689511299133,3.848923683166504
64,0.9847826361656189,0.04130760580301285,0.6293103694915771,4.072719097137451
65,0.9847826361656189,0.0519348680973053,0.6293103694915771,3.714979410171509
66,0.997826099395752,0.012631839141249657,0.6120689511299133,3.9941413402557373
67,0.9869565367698669,0.041995421051979065,0.6206896305084229,3.636031150817871
68,0.991304337978363,0.02751152403652668,0.6206896305084229,3.6368157863616943
69,0.9934782385826111,0.02696944586932659,0.6465517282485962,3.6605474948883057
70,0.997826099395752,0.0186287984251976,0.6637930870056152,3.618360757827759
71,0.9934782385826111,0.022888867184519768,0.6293103694915771,3.6637401580810547
72,0.991304337978363,0.05050286278128624,0.6379310488700867,4.157985687255859
73,0.9760869741439819,0.06862518936395645,0.6465517282485962,3.8935651779174805
74,1.0,0.010914810001850128,0.6551724076271057,3.739227771759033
75,0.9956521987915039,0.023298094049096107,0.6293103694915771,3.7116498947143555
76,0.991304337978363,0.037338029593229294,0.6293103694915771,3.828439712524414
77,0.9934782385826111,0.02622866816818714,0.6034482717514038,3.8423783779144287
78,0.9934782385826111,0.033898986876010895,0.6293103694915771,3.6931350231170654
79,0.980434775352478,0.048578761518001556,0.6379310488700867,3.7581069469451904
80,0.9934782385826111,0.03495200350880623,0.6293103694915771,3.8398444652557373
81,0.9934782385826111,0.042927809059619904,0.6120689511299133,3.8161394596099854
82,1.0,0.01616896688938141,0.6120689511299133,3.875720500946045
83,0.989130437374115,0.0312829315662384,0.6034482717514038,4.348700523376465
84,0.9826086759567261,0.08301111310720444,0.5948275923728943,3.8153998851776123
85,1.0,0.010682277381420135,0.6034482717514038,3.9057250022888184
86,0.9956521987915039,0.022224172949790955,0.6206896305084229,4.0887651443481445
87,0.9934782385826111,0.03571394085884094,0.6206896305084229,3.818347692489624
88,0.997826099395752,0.013999664224684238,0.6293103694915771,3.766728639602661
89,1.0,0.013296467252075672,0.6293103694915771,3.878221273422241
90,0.9630434513092041,0.12309728562831879,0.6293103694915771,3.704183578491211
91,0.9956521987915039,0.025662202388048172,0.6293103694915771,3.663409948348999
92,1.0,0.009740975685417652,0.5862069129943848,3.8206427097320557
93,0.989130437374115,0.030933257192373276,0.6379310488700867,4.143946170806885
94,0.989130437374115,0.03540251776576042,0.6293103694915771,3.828413248062134
95,1.0,0.011585348285734653,0.6206896305084229,3.9043891429901123
96,0.997826099395752,0.03099921904504299,0.6120689511299133,3.8529510498046875
97,0.9869565367698669,0.026915429159998894,0.6379310488700867,4.043742656707764
98,0.97826087474823,0.05194418504834175,0.5948275923728943,3.887110948562622
99,0.980434775352478,0.05020768940448761,0.6206896305084229,3.7743496894836426
